City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ponta Do Sol,PT,2022-05-04 17:55:22,32.6667,-17.1,68.72,66,64,2.21
293,Fort Nelson,CA,2022-05-04 17:55:22,58.8053,-122.7002,49.59,46,75,3.44
294,Torbay,CA,2022-05-04 17:51:01,47.6666,-52.7314,48.88,82,75,10.36
295,Miramar,US,2022-05-04 17:52:12,25.9873,-80.2323,90.01,68,40,13.8
296,Kupang,ID,2022-05-04 17:52:28,-10.1667,123.5833,78.12,85,64,6.69
297,Saurimo,AO,2022-05-04 17:55:23,-9.6608,20.3916,71.89,69,97,4.52
298,Touros,BR,2022-05-04 17:55:24,-5.1989,-35.4608,82.38,80,65,14.99
299,Nemuro,JP,2022-05-04 17:55:24,43.3236,145.575,36.43,83,32,10.33
300,Erenhot,CN,2022-05-04 17:55:25,43.6475,111.9767,65.95,23,76,8.88
301,Faanui,PF,2022-05-04 17:55:26,-16.4833,-151.75,81.77,77,99,12.62
302,Puerto Carreno,CO,2022-05-04 17:55:12,6.189,-67.4859,91.38,55,20,3.44
303,Iquitos,PE,2022-05-04 17:55:26,-3.7481,-73.2472,86.04,74,75,5.75
304,Sinnamary,GF,2022-05-04 17:55:27,5.3833,-52.95,74.44,96,100,2.21
305,Afua,BR,2022-05-04 17:55:27,-0.1567,-50.3867,80.94,85,95,3.89
306,Torit,SS,2022-05-04 17:55:28,4.4133,32.5678,78.76,62,71,3.33
307,Ancud,CL,2022-05-04 17:55:28,-41.8697,-73.8203,54.57,98,100,8.84
308,Clyde River,CA,2022-05-04 17:55:29,70.4692,-68.5914,21.43,79,20,6.91
309,Cleveland,US,2022-05-04 17:52:43,41.4995,-81.6954,55.31,95,100,14.97
310,Okhotsk,RU,2022-05-04 17:55:29,59.3833,143.3,31.08,86,92,10.04
311,Tall Kayf,TR,2022-05-04 17:55:30,37.0833,41.0667,64.87,68,85,16.31
312,Cayenne,GF,2022-05-04 17:51:31,4.9333,-52.3333,82.44,74,75,12.66
313,Komsomolskiy,UZ,2022-05-04 17:55:31,40.4272,71.7189,68.72,56,40,6.91
314,Mana,GF,2022-05-04 17:55:31,5.6592,-53.7767,80.35,82,87,7.76
315,Brae,GB,2022-05-04 17:55:32,60.3964,-1.353,48.13,75,78,17.83
316,Plettenberg Bay,ZA,2022-05-04 17:55:32,-34.0527,23.3716,63.37,91,96,3.11
317,Airai,TL,2022-05-04 17:55:33,-8.9266,125.4092,59.09,90,82,2.84
318,Iraquara,BR,2022-05-04 17:55:33,-12.2486,-41.6194,80.31,41,22,6.67
319,Archidona,ES,2022-05-04 17:55:35,37.0965,-4.3887,56.66,78,100,2.77
320,Morlaix,FR,2022-05-04 17:55:35,48.5833,-4.0,59.05,74,75,11.5
321,Isangel,VU,2022-05-04 17:55:36,-19.55,169.2667,76.08,81,0,4.14
322,Matara,LK,2022-05-04 17:55:36,5.9485,80.5353,80.19,88,67,10.87
323,Mayumba,GA,2022-05-04 17:55:37,-3.432,10.6554,79.57,90,100,5.93
324,Hasaki,JP,2022-05-04 17:56:37,35.7333,140.8333,52.2,79,100,10.87
325,Mount Isa,AU,2022-05-04 17:56:38,-20.7333,139.5,67.77,37,0,17.27
326,Agua Verde,MX,2022-05-04 17:56:38,22.9,-106.05,77.76,60,12,7.16
327,Darnah,LY,2022-05-04 17:56:39,32.767,22.6367,61.86,82,0,14.0
328,Tonj,SS,2022-05-04 17:56:39,7.2737,28.6822,81.27,62,89,5.3
329,Kirakira,SB,2022-05-04 17:56:40,-10.4544,161.9205,78.85,79,5,0.98
330,Kulhudhuffushi,MV,2022-05-04 17:56:40,6.6221,73.07,85.95,68,96,13.91
331,Qaanaaq,GL,2022-05-04 17:56:41,77.484,-69.3632,23.07,73,44,0.83
332,Kangaatsiaq,GL,2022-05-04 17:56:41,68.3065,-53.4641,18.41,75,100,8.28
333,Namibe,AO,2022-05-04 17:56:42,-15.1961,12.1522,81.23,65,20,13.8
334,Dakoro,NE,2022-05-04 17:56:42,14.5106,6.765,100.38,10,85,7.49
335,Hay River,CA,2022-05-04 17:56:43,60.8156,-115.7999,51.78,58,75,11.5
336,Sangar,RU,2022-05-04 17:56:43,63.9242,127.4739,30.15,98,100,3.65
337,Sisimiut,GL,2022-05-04 17:56:44,66.9395,-53.6735,19.98,74,100,6.44
338,Mokokchung,IN,2022-05-04 17:56:44,26.3333,94.5333,56.19,96,13,2.95
339,Taguatinga,BR,2022-05-04 17:54:47,-12.3857,-46.5711,94.6,29,31,1.9
340,Caravelas,BR,2022-05-04 17:56:45,-17.7125,-39.2481,82.96,66,0,10.94
341,Luang Prabang,LA,2022-05-04 17:56:46,19.8856,102.1347,75.38,77,94,1.57
342,Raga,SS,2022-05-04 17:56:46,8.4596,25.678,81.99,55,77,3.67
343,Altay,CN,2022-05-04 17:56:47,47.8667,88.1167,55.22,52,100,3.67
344,Leh,IN,2022-05-04 17:56:47,34.1667,77.5833,47.97,45,55,6.17
345,Kerema,PG,2022-05-04 17:56:48,-7.9631,145.7785,78.1,88,96,1.54
346,Pochutla,MX,2022-05-04 17:56:48,15.7432,-96.4661,91.81,39,86,8.72
347,Wicklow,IE,2022-05-04 17:56:49,53.0,-6.4167,59.02,63,97,7.34
348,Lorengau,PG,2022-05-04 17:56:49,-2.0226,147.2712,81.36,81,99,4.92
349,Abonnema,NG,2022-05-04 17:56:50,4.7084,6.7931,86.29,89,100,4.18
350,Yulara,AU,2022-05-04 17:56:50,-25.2406,130.9889,57.04,62,100,6.91
351,Pringsewu,ID,2022-05-04 17:56:51,-5.3582,104.9744,72.54,94,100,2.82
352,Elmadag,TR,2022-05-04 17:56:51,39.9208,33.2308,48.34,76,78,5.91
353,Sakaiminato,JP,2022-05-04 17:56:52,35.55,133.2333,49.98,93,20,4.61
354,Hofn,IS,2022-05-04 17:56:52,64.2539,-15.2082,42.82,61,75,10.36
355,Kargil,IN,2022-05-04 17:56:53,34.5667,76.1,44.06,61,81,7.2
356,Juneau,US,2022-05-04 17:56:53,58.3019,-134.4197,44.22,93,100,20.71
357,Kailua,US,2022-05-04 17:56:54,21.4022,-157.7394,75.18,87,75,11.5
358,Yerbogachen,RU,2022-05-04 17:56:54,61.2767,108.0108,29.98,83,100,16.15
359,Mahebourg,MU,2022-05-04 17:56:55,-20.4081,57.7,79.09,78,40,16.11
360,Port Hedland,AU,2022-05-04 17:56:55,-20.3167,118.5667,77.05,31,73,10.36
361,Turochak,RU,2022-05-04 17:56:56,52.2576,87.1224,37.65,53,71,3.58
362,Anadyr,RU,2022-05-04 17:56:56,64.75,177.4833,16.3,86,0,8.95
363,Peniche,PT,2022-05-04 17:56:57,39.3558,-9.3811,68.11,61,0,16.26
364,Barcelos,PT,2022-05-04 17:53:29,41.5388,-8.6151,74.91,58,21,5.97
365,Bowral,AU,2022-05-04 17:56:57,-34.4667,150.4167,54.99,98,100,2.35
366,Tomaszow Mazowiecki,PL,2022-05-04 17:56:58,51.5313,20.0086,59.56,64,98,9.66
367,Port Macquarie,AU,2022-05-04 17:56:19,-31.4333,152.9167,60.89,91,71,6.51
368,Loei,TH,2022-05-04 17:56:58,17.4167,101.5,65.08,64,72,2.01
369,Vao,NC,2022-05-04 17:56:59,-22.6667,167.4833,74.84,80,4,15.55
370,Port Blair,IN,2022-05-04 17:57:59,11.6667,92.75,82.44,83,75,3.44
371,Jieshi,CN,2022-05-04 17:58:00,22.8134,115.8257,74.95,83,91,13.85
372,Luderitz,NA,2022-05-04 17:58:01,-26.6481,15.1594,68.14,55,1,5.95
373,Port Hawkesbury,CA,2022-05-04 17:58:01,45.6169,-61.3485,58.78,55,0,3.0
374,Yueyang,CN,2022-05-04 17:58:02,29.3333,113.0919,64.49,67,1,7.07
375,Miyako,JP,2022-05-04 17:58:02,39.6367,141.9525,47.08,86,37,1.16
376,Vila Velha,BR,2022-05-04 17:57:12,-20.3297,-40.2925,94.95,61,20,12.66
377,Klaksvik,FO,2022-05-04 17:58:03,62.2266,-6.589,43.72,79,75,17.56
378,Aswan,EG,2022-05-04 17:58:04,24.0934,32.907,94.3,17,0,13.8
379,Zonguldak,TR,2022-05-04 17:58:04,41.25,31.8333,45.86,97,100,2.66
380,Sauk Rapids,US,2022-05-04 17:58:05,45.5919,-94.1661,58.98,45,83,4.0
381,Chapais,CA,2022-05-04 17:58:05,49.7834,-74.8492,35.38,64,98,11.63
382,Alyangula,AU,2022-05-04 17:58:06,-13.8483,136.4192,76.87,94,100,3.44
383,Abha,SA,2022-05-04 17:58:06,18.2164,42.5053,71.42,68,20,9.22
384,Bloemfontein,ZA,2022-05-04 17:58:07,-29.1211,26.214,58.48,51,0,4.61
385,Pakaur,IN,2022-05-04 17:58:08,24.6333,87.85,83.98,62,4,8.1
386,Ilanskiy,RU,2022-05-04 17:58:08,56.2358,96.065,30.81,80,21,0.96
387,Aquidauana,BR,2022-05-04 17:58:09,-20.4711,-55.7872,77.88,31,0,7.31
388,Grenfell,AU,2022-05-04 17:58:09,-33.9,148.1667,50.32,93,72,5.1
389,Vaitape,PF,2022-05-04 17:58:10,-16.5167,-151.75,81.39,77,100,11.03
390,Asau,RO,2022-05-04 17:58:10,46.4333,26.4,58.12,85,94,3.94
391,Chiang Klang,TH,2022-05-04 17:58:11,19.2938,100.8617,74.17,86,70,1.83
392,Kahului,US,2022-05-04 17:58:11,20.8947,-156.47,73.85,95,21,7.0
393,Trifesti,RO,2022-05-04 17:58:12,47.45,27.5167,59.77,41,80,6.35
394,Semme,FR,2022-05-04 17:58:12,46.1963,1.5007,59.41,72,76,5.64
395,Isoka,ZM,2022-05-04 17:58:13,-10.1606,32.6335,61.21,95,94,2.82
396,Innisfail,AU,2022-05-04 17:58:14,-17.5333,146.0333,71.31,94,22,4.63
397,Boditi,ET,2022-05-04 17:58:14,6.9667,37.8667,59.13,91,51,3.31
398,Disraeli,CA,2022-05-04 17:58:15,45.9001,-71.3491,51.22,95,100,3.47
399,Sao Joao Da Barra,BR,2022-05-04 17:58:15,-21.6403,-41.0511,89.69,69,3,15.97
400,Springbok,ZA,2022-05-04 17:58:16,-29.6643,17.8865,67.68,28,1,2.62
401,Vostok,RU,2022-05-04 17:54:57,46.4856,135.8833,34.45,92,92,5.59
402,Kaitangata,NZ,2022-05-04 17:58:16,-46.2817,169.8464,48.43,87,42,4.09
403,Marawi,PH,2022-05-04 17:58:17,7.9986,124.2928,69.42,93,88,1.57
404,Bolshaya Martynovka,RU,2022-05-04 17:58:17,47.271,41.6679,56.07,74,100,1.79
405,Castanos,MX,2022-05-04 17:58:18,26.7833,-101.4167,86.34,54,73,3.24
406,Uarini,BR,2022-05-04 17:58:19,-2.99,-65.1083,79.95,89,99,4.79
407,Moramanga,MG,2022-05-04 17:58:19,-18.9333,48.2,61.52,95,59,5.21
408,Mwinilunga,ZM,2022-05-04 17:58:20,-11.7358,24.4293,68.68,66,87,4.14
409,Tura,IN,2022-05-04 17:58:20,25.5198,90.2201,70.18,81,17,3.09
410,Melo,UY,2022-05-04 17:58:21,-32.3667,-54.1833,65.05,71,62,7.34
411,Ridgetown,CA,2022-05-04 17:58:21,42.4334,-81.8998,51.66,79,95,13.67
412,Beaupre,CA,2022-05-04 17:58:22,47.0443,-70.8953,59.68,77,100,2.3
413,Oranjestad,AW,2022-05-04 17:54:30,12.524,-70.027,87.75,62,20,26.46
414,Atbasar,KZ,2022-05-04 17:59:23,51.8,68.3333,53.91,78,96,11.07
415,Tatarsk,RU,2022-05-04 17:59:23,55.219,75.9828,48.06,41,42,7.52
416,Aleksandrovsk-Sakhalinskiy,RU,2022-05-04 17:59:24,50.8975,142.1561,31.14,94,37,7.67
417,Ahipara,NZ,2022-05-04 17:59:24,-35.1667,173.1667,58.32,91,20,6.64
418,Lao Cai,VN,2022-05-04 17:59:25,22.4833,103.95,70.14,71,95,1.16
419,Nizhniy Tsasuchey,RU,2022-05-04 17:59:25,50.5167,115.1333,47.91,23,99,12.48
420,Coihaique,CL,2022-05-04 17:59:26,-45.5752,-72.0662,54.21,81,75,6.91
421,Popondetta,PG,2022-05-04 17:59:26,-8.7537,148.2534,72.9,96,35,2.89
422,Uyuni,BO,2022-05-04 17:59:27,-20.4597,-66.825,54.75,11,8,10.56
423,Ilo,PE,2022-05-04 17:59:27,-17.6394,-71.3375,72.46,68,0,8.05
424,Leua,SK,2022-05-04 17:59:28,48.2156,18.6071,65.93,85,100,3.94
425,Flinders,AU,2022-05-04 17:59:28,-34.5833,150.8552,63.05,91,88,4.0
426,General Roca,AR,2022-05-04 17:59:29,-39.0333,-67.5833,77.63,27,100,7.63
427,Faya,SA,2022-05-04 17:59:29,18.3851,42.4509,71.71,46,66,1.28
428,Cove,BJ,2022-05-04 17:59:30,7.221,2.3402,79.65,82,75,6.33
429,Marabba,SD,2022-05-04 17:59:30,12.35,32.1833,99.27,27,24,14.47
430,Xinxiang,CN,2022-05-04 17:59:31,35.3089,113.8672,67.62,55,2,6.38
431,Kuala Terengganu,MY,2022-05-04 17:56:19,5.3302,103.1408,78.75,100,20,3.44
432,Rio Grande,BR,2022-05-04 17:59:31,-32.035,-52.0986,71.71,73,2,13.78
433,Boleslawiec,PL,2022-05-04 17:59:32,51.2642,15.5697,55.0,77,90,7.38
434,Lethem,GY,2022-05-04 17:59:32,3.3803,-59.7968,85.28,62,99,8.39
435,Gien,FR,2022-05-04 17:59:33,47.6933,2.6309,59.5,83,100,4.88
436,Luba,GQ,2022-05-04 17:59:33,3.4568,8.5547,79.45,77,100,1.68
437,Xiaoweizhai,CN,2022-05-04 17:59:34,26.1903,107.5125,60.73,78,100,2.62
438,Port Augusta,AU,2022-05-04 17:59:35,-32.5,137.7667,51.03,70,13,9.26
439,Ataco,CO,2022-05-04 17:59:35,3.5915,-75.3818,89.47,51,69,4.29
440,Uthal,PK,2022-05-04 17:59:35,25.8072,66.6219,82.63,69,0,4.76
441,Jalu,LY,2022-05-04 17:59:36,29.0331,21.5482,76.12,22,41,8.93
442,Husavik,IS,2022-05-04 17:59:36,66.0449,-17.3389,33.8,88,93,3.94
443,Vysha,RU,2022-05-04 17:59:37,53.8477,42.3777,43.29,77,77,8.68
444,Tahta,EG,2022-05-04 17:59:37,26.7693,31.5021,80.71,20,2,9.6
445,Bonfim,BR,2022-05-04 17:59:38,3.0833,-59.95,86.14,58,95,11.92
446,Ebolowa,CM,2022-05-04 17:59:39,2.9,11.15,70.75,97,100,1.77
447,Awjilah,LY,2022-05-04 17:59:39,29.1081,21.2869,76.03,22,42,9.31
448,El Doncello,CO,2022-05-04 17:59:39,1.6782,-75.2847,88.32,54,52,4.83
449,Usinsk,RU,2022-05-04 17:59:40,65.9939,57.5281,24.04,81,95,16.73
450,Bonavista,CA,2022-05-04 17:59:40,48.6499,-53.1147,38.68,82,87,4.88
451,Oktyabrskiy,RU,2022-05-04 17:59:41,54.4815,53.471,52.88,66,96,10.22
452,Eyl,SO,2022-05-04 17:59:42,7.9803,49.8164,84.36,70,71,18.5
453,Camocim,BR,2022-05-04 17:59:42,-2.9022,-40.8411,84.36,76,71,8.05
454,Itoman,JP,2022-05-04 17:59:43,26.1247,127.6694,71.98,94,75,8.05
455,Lufilufi,WS,2022-05-04 17:59:43,-13.8745,-171.5986,74.98,72,41,2.53
456,Miles City,US,2022-05-04 17:59:44,46.4083,-105.8406,61.86,44,52,2.51
457,Sungairaya,ID,2022-05-04 17:59:44,0.7,108.9,77.54,90,100,4.12
458,Floriano,BR,2022-05-04 17:59:45,-6.7669,-43.0225,96.42,34,70,7.02
459,Kommunar,RU,2022-05-04 18:00:45,59.6206,30.39,40.53,62,45,5.08
460,Cockburn Town,TC,2022-05-04 18:00:46,21.4612,-71.1419,78.98,77,40,15.28
461,Skjervoy,NO,2022-05-04 18:00:46,70.0311,20.9714,32.0,56,100,17.31
462,Calvinia,ZA,2022-05-04 18:00:47,-31.4707,19.776,67.48,23,34,3.69
463,Macamic,CA,2022-05-04 18:00:47,48.7502,-78.9996,46.76,51,92,11.03
464,Sidi Ali,DZ,2022-05-04 18:00:47,36.0998,0.4206,56.28,95,100,21.9
465,Vredendal,ZA,2022-05-04 18:00:48,-31.6683,18.5012,70.63,34,34,5.17
466,Itacare,BR,2022-05-04 18:00:48,-14.2775,-38.9967,81.46,71,2,6.42
467,Laem Sing,TH,2022-05-04 18:00:49,12.4816,102.0738,82.15,100,100,6.08
468,Qingquan,CN,2022-05-04 18:00:49,30.4511,115.2559,64.78,62,0,4.92
469,Huarmey,PE,2022-05-04 18:00:50,-10.0681,-78.1522,71.01,75,44,8.41
470,Najran,SA,2022-05-04 18:00:50,17.4924,44.1277,85.19,19,1,8.21
471,Salina Cruz,MX,2022-05-04 18:00:51,16.1667,-95.2,90.36,56,39,9.57
472,Sovetskiy,RU,2022-05-04 18:00:51,61.3614,63.5842,42.75,95,100,5.73
473,Volsk,RU,2022-05-04 18:00:52,52.0333,47.3833,52.07,57,6,8.48
474,Koumac,NC,2022-05-04 18:00:52,-20.5667,164.2833,74.64,88,2,4.09
475,Ugoofaaru,MV,2022-05-04 18:00:53,5.6667,73.0,84.42,73,99,15.99
476,Yar-Sale,RU,2022-05-04 18:00:53,66.8333,70.8333,29.61,87,86,14.36
477,Kohlu,PK,2022-05-04 18:00:55,29.8962,69.252,76.1,37,28,5.48
478,Ternate,ID,2022-05-04 18:00:55,0.8,127.4,81.39,79,95,3.04
479,Kozienice,PL,2022-05-04 18:00:56,51.5829,21.5478,58.57,43,84,8.23
480,Sampit,ID,2022-05-04 18:00:56,-2.5333,112.95,73.26,99,98,1.45
481,Te Anau,NZ,2022-05-04 18:00:57,-45.4167,167.7167,49.15,92,43,1.32
482,Tual,ID,2022-05-04 18:00:57,-5.6667,132.75,83.79,75,100,5.55
483,Belmonte,BR,2022-05-04 18:00:58,-15.8631,-38.8828,82.81,67,1,9.26
484,Carbonia,IT,2022-05-04 17:58:01,39.1672,8.5222,64.0,59,100,10.96
485,Luena,AO,2022-05-04 18:00:59,-11.7833,19.9167,66.99,65,91,4.12
486,Maniitsoq,GL,2022-05-04 18:00:59,65.4167,-52.9,22.8,72,89,6.69
487,Euclides Da Cunha,BR,2022-05-04 18:01:00,-10.5075,-39.0158,83.82,54,75,7.43
488,Sturgis,US,2022-05-04 18:01:00,41.7992,-85.4192,56.07,76,100,9.22
489,Cap Malheureux,MU,2022-05-04 18:01:01,-19.9842,57.6142,78.48,75,5,11.99
490,Moron,AR,2022-05-04 18:01:01,-34.6534,-58.6198,68.81,46,2,4.36
491,Kamuli,UG,2022-05-04 18:01:02,0.9472,33.1197,65.12,97,89,2.55
492,Verkhnevilyuysk,RU,2022-05-04 18:01:03,63.4453,120.3167,27.7,97,80,2.82
493,Provost,CA,2022-05-04 18:00:13,52.3501,-110.2683,64.13,42,100,16.98
494,Mehamn,NO,2022-05-04 18:01:03,71.0357,27.8492,28.31,65,99,10.69
495,Rafaela,AR,2022-05-04 18:00:38,-31.2503,-61.4867,75.0,29,0,1.99
496,Kilindoni,TZ,2022-05-04 18:01:04,-7.9139,39.6668,81.14,72,35,13.89
497,Vagur,FO,2022-05-04 18:01:05,61.4732,-6.8119,45.34,72,95,24.16
498,Vestmannaeyjar,IS,2022-05-04 18:01:05,63.4427,-20.2734,41.99,60,0,14.97
499,Nantucket,US,2022-05-04 17:57:06,41.2835,-70.0995,53.71,94,100,9.22
500,Tommot,RU,2022-05-04 18:01:06,58.9564,126.2925,29.34,91,100,5.66
501,Rundu,NA,2022-05-04 18:01:06,-17.9333,19.7667,64.67,43,3,6.31
502,Baykit,RU,2022-05-04 18:01:07,61.67,96.37,24.62,96,75,1.52
503,Berlevag,NO,2022-05-04 18:01:08,70.8578,29.0864,28.35,64,75,19.57
504,Pangnirtung,CA,2022-05-04 18:02:08,66.1451,-65.7125,16.99,88,30,3.76
505,Huilong,CN,2022-05-04 18:02:09,31.8111,121.655,59.94,86,0,10.2
506,Krasnoselkup,RU,2022-05-04 18:02:09,65.7,82.4667,36.59,93,100,28.05
507,Moree,AU,2022-05-04 18:02:10,-29.4667,149.85,62.62,94,75,9.22
508,Malakal,SS,2022-05-04 18:00:09,9.5334,31.6605,88.45,44,26,6.26
509,Ruy Barbosa,BR,2022-05-04 18:02:11,-12.2839,-40.4939,90.37,37,44,7.07
510,Santa Maria Del Oro,MX,2022-05-04 18:02:11,25.9333,-105.3667,84.69,8,88,14.92
511,Mao,ES,2022-05-04 18:01:12,39.8885,4.2658,61.36,88,40,25.32
512,Colombo,LK,2022-05-04 17:58:40,6.9319,79.8478,84.15,84,75,9.73
513,Mantua,IT,2022-05-04 18:02:12,45.1667,10.7833,66.81,60,100,5.1
514,Bartica,GY,2022-05-04 18:02:13,6.4,-58.6167,78.08,89,98,2.91
515,Vanavara,RU,2022-05-04 18:02:13,60.34,102.2797,24.22,92,17,6.55
516,Nyrob,RU,2022-05-04 18:02:14,60.733,56.7202,32.61,95,100,3.04
517,Roanne,FR,2022-05-04 18:02:15,46.0,4.0,52.34,93,98,6.87
518,Snasa,NO,2022-05-04 18:02:15,64.2457,12.3778,45.81,85,100,3.47
519,Comodoro Rivadavia,AR,2022-05-04 17:57:58,-45.8667,-67.5,64.26,39,0,24.16
520,Ust-Ordynskiy,RU,2022-05-04 18:02:16,52.805,104.7508,38.05,61,78,15.59
521,Gustavo Diaz Ordaz,MX,2022-05-04 18:02:16,26.2333,-98.5833,88.02,69,65,5.01
522,Hillsborough,US,2022-05-04 18:02:17,37.5741,-122.3794,82.99,63,0,4.0
523,Udachnyy,RU,2022-05-04 18:02:19,66.4167,112.4,15.87,89,100,2.59
524,Portland,US,2022-05-04 18:00:51,45.5234,-122.6762,62.98,66,100,3.0
525,Ndola,ZM,2022-05-04 18:02:20,-12.9587,28.6366,62.58,73,68,8.66
526,Gold Coast,AU,2022-05-04 18:01:00,-28.0,153.4333,66.99,96,100,2.3
527,Keetmanshoop,NA,2022-05-04 18:02:20,-26.5833,18.1333,73.58,22,0,8.86
528,Genhe,CN,2022-05-04 18:02:21,50.7833,121.5167,43.45,60,100,2.62
529,Bonthe,SL,2022-05-04 18:02:21,7.5264,-12.505,85.1,69,44,11.14
530,Bayir,TR,2022-05-04 18:02:22,37.2687,28.2167,59.52,62,0,8.86
531,Ipixuna,BR,2022-05-04 18:02:23,-1.7625,-48.8043,80.92,87,68,1.74
532,Kasongo-Lunda,CD,2022-05-04 18:02:23,-6.4667,16.8167,76.03,79,100,1.03
533,Beloha,MG,2022-05-04 18:02:24,-25.1667,45.05,69.4,83,8,12.5
534,Igarka,RU,2022-05-04 18:02:24,67.4667,86.5833,32.34,98,100,19.91
535,Margate,GB,2022-05-04 18:02:25,51.3813,1.3862,57.69,85,97,3.0
536,Kruisfontein,ZA,2022-05-04 18:02:25,-34.0033,24.7314,63.88,93,68,2.98
537,Presidente Olegario,BR,2022-05-04 18:02:26,-18.4178,-46.4181,78.67,45,38,7.25
538,Kawalu,ID,2022-05-04 18:02:26,-7.3817,108.2082,72.72,97,100,1.25
539,Beaver Dam,US,2022-05-04 18:02:26,43.4578,-88.8373,56.21,62,40,5.75
540,Kasamwa,TZ,2022-05-04 18:02:27,-2.85,32.4333,69.15,72,83,2.55
541,Ereymentau,KZ,2022-05-04 18:02:28,51.6199,73.1033,43.92,48,45,6.55
542,Evensk,RU,2022-05-04 18:02:28,61.95,159.2333,30.99,95,100,3.65
543,Akdepe,TM,2022-05-04 18:02:29,42.0551,59.3788,69.62,65,79,8.23
